1.6600754661161796e-10; 4.460826886954414e-9
7.081276012495739e-9; 9.897573266546826e-9
1.502990615122381e-9; 2.6862212437640113e-9
5.186061407180941e-9; 6.299963644442649e-9
7.023728031369829e-9; 7.9777726161863e-9
1.2511580886973884e-8; 1.2172295045545434e-8
1.4942136795703723e-8; 1.3753307345842337e-8
1.7974286725615384e-8; 1.552791298903274e-8
2.160383950721512e-8; 1.735629456080467e-8
2.5826926368662494e-8; 1.910938983256246e-8
3.124107912070699e-8; 2.0845276807174165e-8
3.843870805709022e-8; 2.2451179680128802e-8
4.920406814089803e-8; 2.3823094408772338e-8
6.23287007561816e-8; 2.4398007972516666e-8
7.543240683287389e-8; 2.427481220885717e-8
8.852450659404503e-8; 2.3764429759410672e-8
1.0161150661051745e-7; 2.3083919826815344e-8
1.1469604468127324e-7; 2.2321279385113685e-8
1.277802310454981e-7; 2.1546906013539693e-8
1.4086406570319202e-7; 2.0760799712093364e-8
1.539494830402752e-7; 2.0027491595072534e-8
1.6703577964368573e-7; 1.932351580273254e-8
1.8012330721995453e-7; 1.8660605264945713e-8
1.9321224162234713e-7; 1.804462644664822e-8
2.0630205529106713e-7; 1.7457979953031557e-8
2.1939345163917634e-7; 1.6924131643840393e-8
2.3248484798728554e-7; 1.6390283334649232e-8
2.4557800286804954e-7; 1.5915099674819736e-8
2.586722128684063e-7; 1.547511480460724e-8
2.717664228687631e-7; 1.5035129934394744e-8
2.8486203969524365e-7; 1.4642076783671578e-8
2.9795871164131706e-7; 1.4284222422565416e-8
3.11055559440656e-7; 1.3932234526395418e-8
3.241529347997913e-7; 1.359784602503392e-8
3.3725212730933645e-7; 1.3324077661346145e-8
3.503496199039821e-7; 1.2993600136608761e-8
3.634489296490376e-7; 1.2723742749545096e-8
3.7654911866042036e-7; 1.2483217687162264e-8
3.896484284054759e-7; 1.2213360300098599e-8
4.027484415635933e-7; 1.1966968772779601e-8
4.158500374011e-7; 1.1773375429886105e-8
4.289502264124828e-7; 1.153285036750327e-8
4.4205147054345846e-7; 1.1327524094737443e-8
4.5515324223423066e-7; 1.1139797216780107e-8
4.6825483807173723e-7; 1.0946203873886611e-8
4.813566097625094e-7; 1.0758476995929278e-8
4.944589090130779e-7; 1.0588349512780446e-8
